,vid_id,iou
607,VGvjsCblFY0,0.09464858961762401
608,gd7SO0TQ-sY,0.09517150525525488
609,G8OyFOhVGCI,0.09543852351531637
610,QnQ2D-tJ9pM,0.09546078554656581
611,lol04SNoopE,0.09552158044918789
612,PLnfT1PoVHw,0.09625612687518252
613,wu0G4yQIwKo,0.0968038464845118
614,OwchMqCYaF4,0.09710736839969651
615,sq0cKsoX7mg,0.09749999629006262
616,LLFhSU-XuTI,0.09752781719825183
617,6-cHUULLVGQ,0.09767217696420402
618,NFErgnaSRRY,0.09770048716814726
619,VLjfzOpn-AQ,0.09815961768299317
620,TGvY7GtyTK4,0.09869777996876195
621,21biKVGaY1Y,0.09896734918021813
622,WRc1Jv1j3nk,0.09915153901722328
623,nB50V0OBto0,0.09957790196282486
624,kElViDpjunQ,0.09979239006189729
625,KoHzXi7Usl8,0.09988509708989614
626,caPl3Aszru0,0.10032757274042542
627,4fQUWOuFjwQ,0.10054015256043208
628,p8MvTi8hJdE,0.10075376008087071
629,xftFhOCEqFs,0.10126509665057064
630,POYg9zju63U,0.10158426142168542
631,RVZprJDJz1U,0.10174559927175647
632,oW0G_C86fz0,0.10181433026225353
633,IK9kE9IrcOM,0.10189590853337196
634,QBXswoKU4S4,0.10243890622917916
635,Jd0KWW9LN4Q,0.10247727365454538
636,Ez5uEh7YyIM,0.10278087017289246
637,9FYVaOGQV6o,0.10281946328752818
638,ClW3USojCoE,0.10298299871985253
639,shpZ47Mvxfg,0.10304922918535747
640,KyDcuYjDi_Y,0.103457846711117
641,m--b-Ltjm_Y,0.10380662116484658
642,ZQSa_8wofFw,0.1040041392989814
643,hoyQ36EH1a8,0.10453409644063752
644,9jivQgF6J1g,0.10458237000677381
645,Vtsv9iPHDqg,0.10494399528999819
646,bZF4nakRNF4,0.10503895098405969
647,s_XdqaQj0uI,0.10506509053662126
648,ShKrNPaSdhY,0.10513476694734411
649,JRs2MpyP0SQ,0.10543880933667314
650,kbe4iowYMqM,0.1056065664871041
651,lSTqYESahrY,0.1056940635289024
652,Aa33vHLEXJA,0.1057377847777107
653,HYAlS44yzdo,0.1057378094258874
654,w7IeqGuuA7Q,0.10632419682740248
655,tCfu0LplM64,0.10636616005842969
656,5WqnKjOz1z4,0.10647030293337421
657,f4CSejhkTd8,0.10697519757599706
658,-TubttTNt90,0.10712713191013673
659,koEfnIoZB_4,0.10715631035650015
660,mjbzWcSeiwQ,0.10798121843367448
661,y3Zq6RZZNtc,0.10806395819414562
662,Pcro3S-4EnQ,0.10824890125395714
663,00ZRoqhhb8g,0.10859594681496935
664,oNpkjfX2rTc,0.1086773030078668
